Material|Material_Description|Plnt|MS|Typ|Combo_Ind|BO_items|GrpValue|Curr|BO_quan|Avail_QTY|AltATP|SU|Altern?|MM_note|BO_Note|FocCust|lpostp|maxDlvDate|ResCount|maxiPDdel|maxRDdelay|maxPDdelay|RES_QTY|PO_qty|Next_PO|PO_qty1|Delivdate|TABCD|XYZ|PDT|ProcType|SPT|lastResc|PDcount|MRPCn|Name|key_plant
2210798|DX Cartridge 6.8/11 M10 yellow|3000|40|X0|nan|2|3383622.0|CLP|11000.0|-9000.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-10|26|26|40|26|nan||0|||A|Y|14|F|90|2024-09-13|1|L04|Angie Vergara|3000/2210798
2346060|Threaded stud S-BT-MF M10/15 AN 6 HL|8750|40|X5|nan|5|58282572.0|CLP|8700.0|-8700.0|0|PC|0|nan|nan|X|2024-09-04|2024-11-25|13|3|69|3|8.500|7100.0|4537203282|200.0|2024-09-10|A|X|62|F|4C|2024-09-04|1|L10|Angie Vergara|8750/2346060
2241678|Washer WA-Ø16x1.6-M8 A4|8330|40|X0|nan|2|2687954.0|CLP|10600.0|-8467.0|0|PC|0|nan|nan|X||2024-11-19|1|0|59|0|1.440|10158.0|4537038023|3000.0|2024-07-15|D|Y|62|F|20|2024-09-04|1|L11|Reinaldo Vargas|8330/2241678
2150367|Concrete nail X-P 27 P8|3000|60|X5|nan|4|1317573.0|CLP|9000.0|-7900.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-29|21|19|50|19|nan|13900.0|4536033135|1000.0|2024-03-18|C|X|58|F|U0|2024-09-13|1|L04|Angie Vergara|3000/2150367
413424|Self-drill screw S-MD03Z 6,3x32|3000|40|X6|nan|2|1642916.0|CLP|7500.0|-7500.0|0|PC|0|nan|nan|X|2024-09-03|2024-11-13|9|13|62|13|nan|7500.0|4536983941|2500.0|2024-09-02|C|Z|58|F|U0|2024-09-03|1|L10|Angie Vergara|3000/413424
271981|Threaded stud X-EM8H-15-12P8|8750|40|X5|nan|6|15804349.0|CLP|6300.0|-6300.0|0|PC|0|nan|nan|X|2024-09-09|2024-11-22|6|6|62|6|4.000|5300.0|4537341064|1200.0|2024-09-17|A|X|62|F|4C|2024-09-10|1|L04|Angie Vergara|8750/271981
2197995|"Anchor rod HAS-E-55 5/8""x8"""|3000|40|X0|nan|10|64567335.0|CLP|6260.0|-6260.0|0|PC|0|nan|nan|X|2024-08-30|2024-09-25|16|4|38|4|12.080||13489119|10080.0|2024-09-18|A|X|14|F|4M|2024-08-30|1|L01|Ana Sousa|3000/2197995
2141083|Universal nail X-U 16 P8|3000|40|X0|nan|1|1696360.0|CLP|6100.0|-6100.0|0|PC|0|nan|nan|X||2024-09-24|1|0|6|0|12.000|12000.0|4537308892|6000.0|2024-09-17|B|X|14|F|4M|2024-09-13|1|L04|Angie Vergara|3000/2141083
2198037|"Anchor rod HAS-V-36 HDG 5/8""x6"""|3000|40|X6|nan|2|23720050.0|CLP|5060.0|-5060.0|0|PC|0|nan|nan|X|2024-09-11|2024-10-08|19|54|70|54|4.320|800.0|4537341890|800.0|2024-09-24|D|Z|14|F|90|2024-09-13|1|L01|Ana Sousa|3000/2198037
371371|Soft washer X-SW 60 MX|3000|40|X6|nan|1|984822.0|CLP|5000.0|-5000.0|0|PC|0|nan|nan|X|2024-08-19|2024-10-16|8|14|62|14|nan|5000.0|4537200958|5000.0|2024-10-09|C|Z|58|F|U0|2024-08-19|1|L04|Angie Vergara|3000/371371
2210240|Ultimate exp anc KB-TZ2 3/8x7|3000|40|X0|nan|5|35859745.0|CLP|4900.0|-4900.0|0|PC|0|nan|nan|X|2024-09-11|2024-09-26|7|11|31|11|nan|7200.0|4537308903|4800.0|2024-09-17|B|Y|14|F|4M|2024-09-12|1|L02|Ana Sousa|3000/2210240
2230434|Hexagon bolt OS  S-M HE-M10x40 A4|3000|40|X6|nan|1|13128075.0|CLP|4700.0|-4700.0|0|PC|0|nan|nan|X|2024-09-10|2024-09-25|28|0|52|0|8.000|4700.0|4537192944|4700.0|2024-08-14|C|Z|84|F|20|2024-09-10|1|L11|Reinaldo Vargas|3000/2230434
2095650|T-head bolt HBC-C M16x60 8.8F|3000|40|X6|nan|2|8978456.0|CLP|4700.0|-4700.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-17|8|17|34|17|nan|6400.0|4537341876|2400.0|2024-09-24|B|Z|58|F|U0|2024-09-09|1|L02|Ana Sousa|3000/2095650
2346061|Threaded stud S-BT-MF W10/15 AN 6 HL|8650|33|X0|nan|2||CLP|4700.0|-4700.0|0|PC|0|nan|nan|X||2024-12-30|0|0|0|0|6.300||13515714|1800.0|2024-09-25|D|Z|53|F|4C||1|L10|Angie Vergara|8650/2346061
423870|Frame anchor HRD-H 10x60|8650|40|X6|nan|2|1780770.0|CLP|4100.0|-4100.0|0|PC|0|nan|nan|X|2024-09-05|2024-10-03|8|0|37|0|nan|4100.0|4537152887|1300.0|2024-09-23|D|N|51|F|U0|2024-09-09|1|L02|Ana Sousa|8650/423870
2288478|Beam clamp OS S-M BC-U-35/10 SS|3000|33|X6|nan|1|54043909.0|CLP|4000.0|-4000.0|0|PC|0|nan|nan|X|2024-09-10|2024-09-25|26|0|52|0|4.000|4000.0|4537192943|4000.0|2024-08-14|D|Z|98|F|20|2024-09-10|1|L11|Reinaldo Vargas|3000/2288478
2230437|Hexagon nut OS S-M NU-M10 A4|3000|40|X6|nan|1|1317184.0|CLP|4000.0|-4000.0|0|PC|0|nan|nan|X|2024-09-10|2024-09-25|28|0|52|0|400|4000.0|4537192944|4000.0|2024-08-14|C|Z|84|F|20|2024-09-10|1|L11|Reinaldo Vargas|3000/2230437
2156218|High performance nail X-P 24 B3 MX|3000|40|X0|nan|5|1014610.0|CLP|4000.0|-4000.0|0|PC|0|nan|nan|X|2024-09-04|2024-09-24|5|19|37|19|nan|48000.0|4536903312|9600.0|2024-08-19|B|X|60|F|4C|2024-09-04|1|L04|Angie Vergara|3000/2156218
2149989|Concrete nail X-C 36 B3 MX|8650|40|X0|nan|1||CLP|4000.0|-4000.0|0|PC|0|nan|nan|X||2024-09-30|0|0|0|0|nan|18000.0|4537152907|6000.0|2024-09-23|C|Y|51|F|U0||1|L04|Angie Vergara|8650/2149989
423472|"Screw anchor KH-EZ 1/4""x1 5/8"" I 3/8"""|3000|40|X0|nan|2|3890546.0|CLP|3900.0|-3900.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-22|41|53|66|53|7.100||13406434|1700.0|2024-10-17|B|Y|14|F|90|2024-09-12|1|L02|Ana Sousa|3000/423472
2304133|Beam clamp S-M BC-U-25/10/8 SS|3000|40|X6|nan|1|43760251.0|CLP|3841.0|-3841.0|0|PC|0|nan|nan|X|2024-09-10|2024-10-28|27|0|75|0|7.841||13516302|4000.0|2024-10-23|B|Z|98|F|20|2024-09-10|1|L11|Reinaldo Vargas|3000/2304133
2158772|Hollow wall met. anchor HTB-2-S 1/4 SRH|8650|40|X0|nan|5|4994055.0|CLP|3700.0|-3700.0|0|PC|0|nan|nan|X|2024-09-02|2024-10-03|5|8|30|8|nan|10000.0|4537080972|5500.0|2024-07-22|A|X|56|F|90|2024-09-02|1|L02|Ana Sousa|8650/2158772
2126550|Self-drill screw S-AD01S 5,5x16|3000|60|X6|nan|1|1444797.0|CLP|3500.0|-3500.0|0|PC|0|nan|nan|X|2024-09-13|2024-11-27|6|12|61|12|nan||0|||D|Z|58|F|U0|2024-09-13|1|L04|Angie Vergara|3000/2126550
2346065|Threaded stud S-BT-MR W10/15 SN 6 HL|3000|40|X0|nan|3|56041613.0|CLP|3500.0|-3500.0|0|PC|0|nan|nan|X|2024-09-06|2024-09-26|1|7|17|7|5.000|5500.0|4536903334|100.0|2024-08-19|C|Z|60|F|4C|2024-09-06|1|L10|Angie Vergara|3000/2346065
2268527|Adapter M8-MF 50 (25)|3000|33|Y1|nan|7|56007820.0|CLP|3300.0|-3300.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-11|20|0|123|0|1.900|1750.0|4537132589|100.0|2024-09-25|C|Y|60|F|4C|2024-09-13|1|L10|Angie Vergara|3000/2268527
2210239|Ultimate exp anc KB-TZ2 3/8x5|3000|40|X0|nan|3|13101484.0|CLP|3300.0|-3300.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-04|3|0|14|0|6.400|150.0|4537235663|150.0|2024-09-04|B|X|14|F|4M|2024-09-13|1|L02|Ana Sousa|3000/2210239
2208751|L.blt set LB-SET-LN-AV-M10x25 A4|8330|40|X0|nan|8|273193989.0|CLP|5446.0|-3174.0|0|PC|0|nan|nan|X|2024-09-11|2024-12-02|5|30|999|30|54.060|137978.0|4537038016|19600.0|2024-07-15|A|X|78|F|20|2024-09-11|1|L11|Reinaldo Vargas|8330/2208751
2169075|T-head bolt HBC-40/22 M12x80 8.8F|8330|40|X5|nan|1|48058830.0|CLP|3000.0|-3000.0|0|PC|0|nan|nan|nan|2024-08-20|2025-02-12|2|86|121|86|3.000|2000.0|4537186540|2000.0|2024-10-01|B|Z|52|F|U0|2024-08-20|1|L02|Ana Sousa|8330/2169075
2411237|"Screw anchor KH-EZ 3/8""X3  1/2"""|3000|33|Y1|nan|4|11723271.0|CLP|2750.0|-2750.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-17|5|1|47|1|600|2700.0|4537315823|2700.0|2024-09-17|D|N|14|F|4M|2024-09-12|1|L02|Ana Sousa|3000/2411237
2210253|Ultimate exp anc KB-TZ2 1/2x3|8650|40|X0|nan|3|1399040.0|CLP|2680.0|-2680.0|0|PC|0|nan|nan|X|2024-09-12|2024-11-25|25|32|32|32|nan|4320.0|4537110964|1920.0|2024-09-16|A|Y|56|F|90|2024-09-12|1|L02|Ana Sousa|8650/2210253
386468|Ceiling hanger X-EHS W10 MX|3000|40|X0|nan|7|1094618.0|CLP|2500.0|-2500.0|0|PC|0|nan|nan|X|2024-09-13|2024-11-25|20|14|66|14|nan|2400.0|4537060545|1200.0|2024-09-11|C|Y|58|F|U0|2024-09-13|1|L04|Angie Vergara|3000/386468
2210177|Ultimate exp anc KB-TZ2 1/4x2 1/8 SS304|3000|33|X0|nan|5|8916297.0|CLP|2400.0|-2400.0|0|PC|0|nan|nan|X|2024-09-05|2024-09-24|5|1|62|1|8.400|3600.0|4537308873|2400.0|2024-09-17|B|X|14|F|4M|2024-09-05|1|L02|Ana Sousa|3000/2210177
2290190|"U-bolt UB-1""-M8 PT SS"|3000|33|X6|nan|1|39558282.0|CLP|2268.0|-2268.0|0|PC|0|nan|nan|X|2024-09-10|2024-10-03|18|0|58|0|3.000|2268.0|4537290669|2268.0|2024-09-03|D|Z|98|F|20|2024-09-10|1|L11|Reinaldo Vargas|3000/2290190
237330|Universal nail X-U 16 P8|8750|40|X0|nan|2|15430443.0|CLP|2200.0|-2200.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-24|2|0|32|0|48.000|18000.0|4537217384|18000.0|2024-10-16|B|X|62|F|4C|2024-09-12|1|L04|Angie Vergara|8750/237330
2305883|Bracket MFT-FOX VI 60 S 11|8650|40|X6|nan|2|4146042.0|CLP|2100.0|-2100.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-03|8|0|37|0|nan|2100.0|4537219608|2100.0|2024-10-07|D|N|52|F|U4|2024-09-09|1|L06|Reinaldo Vargas|8650/2305883
2245634|"Screw anchor KH-EZ SS316 1/4""x3"""|3000|40|X6|nan|3|9833067.0|CLP|2050.0|-2050.0|0|PC|0|nan|nan|nan|2024-09-06|2024-10-03|7|10|10|10|nan|2050.0|4536983072|50.0|2024-09-02|A|Y|60|F|4C|2024-09-06|1|L02|Ana Sousa|3000/2245634
2230166|Sleeve anchor HA NG 8x45 R1|8330|40|X6|nan|1|2514439.0|CLP|2000.0|-2000.0|0|PC|0|nan|nan|nan||2024-09-13|0|0|50|0|nan|2000.0|4537043994|1200.0|2024-09-03|D|N|54|F|4C||1|L02|Ana Sousa|8330/2230166
237344|Universal nail X-U 16 MX|8750|40|Y1|nan|2|1144711.0|CLP|2000.0|-2000.0|0|PC|0|nan|nan|nan|2024-08-27|2024-11-21|2|0|47|0|3.000||13481726|1000.0|2024-09-25|D|N|62|F|4C|2024-08-27|1|L04|Angie Vergara|8750/237344
2152675|T-head bolt HBC-T M16x60 8.8F|3000|40|X6|nan|3|5270994.0|CLP|1800.0|-1800.0|0|PC|0|nan|nan|X|2024-09-10|2024-10-17|15|17|69|17|nan|2000.0|4537133886|700.0|2024-09-25|C|Z|58|F|U0|2024-09-11|1|L02|Ana Sousa|3000/2152675
2210236|Ultimate exp anc KB-TZ2 3/8x3|3000|33|X0|nan|8|4061027.0|CLP|1900.0|-1800.0|0|PC|0|nan|nan|X|2024-09-09|2024-09-24|2|8|999|8|6.400|14500.0|4537235663|1700.0|2024-09-04|T|X|14|F|4M|2024-09-09|1|L02|Ana Sousa|3000/2210236
2287819|Univ. anchor HUD-2 6x30 (200)|3000|40|X6|nan|1|152950.0|CLP|1800.0|-1800.0|0|PC|0|nan|nan|nan|2024-09-06|2024-11-15|6|8|57|8|nan|1800.0|4537344857|1800.0|2024-11-06|D|Z|58|F|U0|2024-09-09|1|L02|Ana Sousa|3000/2287819
315939|Univ. anchor HUD-L 8x60 (200)|3000|33|X6|nan|1|375942.0|CLP|1800.0|-1800.0|0|PC|0|nan|nan|X|2024-09-09|2024-10-02|3|0|24|0|1.800||13513969|1800.0|2024-09-30|D|Z|58|F|U0|2024-09-09|1|L02|Ana Sousa|3000/315939
2331537|A.-Channel HAC-V 50 106/300 F|3000|33|X6|nan|2|18727148.0|CLP|1776.0|-1776.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-03|1|15|25|15|1.160|2500.0|4537231668|530.0|2024-09-03|D|Z|59|F|U4|2024-09-06|1|L02|Ana Sousa|3000/2331537
2210275|Ultimate exp anc KB-TZ2 5/8x8 1/2|3000|33|X0|nan|2|28215159.0|CLP|3330.0|-1770.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-09|4|4|19|4|nan||0|||A|X|14|F|4M|2024-09-13|1|L02|Ana Sousa|3000/2210275
2231466|Premium exp anc KB1 3/4x4 3/4|8650|40|X0|nan|3||CLP|1900.0|-1750.0|0|PC|0|nan|nan|X||2024-12-20|1|0|0|0|nan|2560.0|4537080974|160.0|2024-07-22|B|Y|56|F|90|2024-09-04|1|L02|Ana Sousa|8650/2231466
2221951|"Screw anchor KH-EZ CRC 3/8""x4"""|3000|40|Y1|nan|2|11251481.0|CLP|1600.0|-1600.0|0|PC|0|nan|nan|X|2024-09-11|2024-10-01|14|34|55|34|1.000|1700.0|4537249544|100.0|2024-09-06|B|Y|14|F|90|2024-09-11|1|L02|Ana Sousa|3000/2221951
2168492|A.-Channel HAC-C 40/25 250 F|8330|40|X5|nan|2|48337371.0|CLP|1516.0|-1516.0|0|PC|0|nan|nan|X|2024-08-20|2025-02-12|2|90|121|90|5.000|1557.0|4537084339|700.0|2024-09-10|A|Z|166|F|U4|2024-08-20|1|L02|Ana Sousa|8330/2168492
41503|Universal nail X-ENK 16 S12|3000|40|X6|nan|2|1282453.0|CLP|1500.0|-1500.0|0|PC|0|nan|nan|X|2024-09-04|2024-10-17|37|36|86|36|nan|1500.0|4536903313|1100.0|2024-08-19|D|Z|60|F|4C|2024-09-04|1|L04|Angie Vergara|3000/41503
237335|Universal nail X-U 37 P8|8750|40|X6|nan|1|1041582.0|CLP|1500.0|-1500.0|0|PC|0|nan|nan|X|2024-09-04|2024-09-19|2|2|39|2|nan|1500.0|4537203272|600.0|2024-09-10|D|Y|62|F|4C|2024-09-04|1|L04|Angie Vergara|8750/237335
2349149|Grating disc X-FCM 32/37|8750|40|X0|nan|7|6462509.0|CLP|1500.0|-1500.0|0|PC|0|nan|nan|X||2024-11-25|1|0|57|0|7.500|2600.0|4537081721|200.0|2024-09-18|B|X|62|F|4C|2024-09-10|1|L04|Angie Vergara|8750/2349149
2207574|"Flush anchor HDV 1/4"""|3000|40|X0|nan|1|639625.0|CLP|3000.0|-1500.0|0|PC|0|nan|nan|X||2024-10-02|0|0|11|0|16.200|8100.0|4537341877|8100.0|2024-09-24|B|Y|14|F|90||1|L02|Ana Sousa|3000/2207574
2252195|Elec. connector X-BT-ER M6/3 SN 8|3000|33|X5|nan|1||CLP|3000.0|-1400.0|0|PC|0|nan|nan|X||2024-12-06|0|0|0|0|7.200||13515712|4500.0|2024-10-14|D|Z|60|F|4C||1|L04|Angie Vergara|3000/2252195
2184532|Flat washer 16 17x30x3-F ISO 7089 200 HV|3000|40|X6|nan|1|270466.0|CLP|1300.0|-1300.0|0|PC|0|nan|nan|X|2024-08-26|2024-10-31|8|17|67|17|nan|1300.0|4537265529|500.0|2024-10-23|D|N|60|F|4C|2024-08-26|1|L06|Reinaldo Vargas|3000/2184532
2156217|High performance nail X-P 20 B3 MX|3000|40|X0|nan|3|216602.0|CLP|1200.0|-1200.0|0|PC|0|nan|nan|X|2024-09-13|2024-09-26|7|10|68|10|nan|43200.0|4536983105|28800.0|2024-09-02|B|X|60|F|4C|2024-09-13|1|L04|Angie Vergara|3000/2156217
386468|Ceiling hanger X-EHS W10 MX|8650|40|X5|nan|2|178386.0|CLP|1200.0|-1200.0|0|PC|0|nan|nan|X||2024-11-08|1|0|32|0|nan|2800.0|4537216326|1600.0|2024-10-07|C|Y|51|F|U0|2024-09-09|1|L04|Angie Vergara|8650/386468
2346062|Threaded stud S-BT-MR M8/7 SN 6 HL|3000|40|X6|nan|1|10642475.0|CLP|1200.0|-1200.0|0|PC|0|nan|nan|X|2024-09-09|2024-10-02|7|0|24|0|1.200||13513969|1200.0|2024-09-30|D|Z|60|F|4C|2024-09-09|1|L10|Angie Vergara|3000/2346062
2346063|Threaded stud S-BT-MR M8/15 SN 6 HL|8650|33|Y1|nan|1|8927885.0|CLP|1200.0|-1200.0|0|PC|0|nan|nan|X|2024-09-10|2024-10-04|2|0|16|0|600|600.0|4537152938|300.0|2024-09-23|D|Z|53|F|4C|2024-09-10|1|L10|Angie Vergara|8650/2346063
2210253|Ultimate exp anc KB-TZ2 1/2x3|3000|33|X0|nan|8|14948581.0|CLP|1180.0|-1180.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-17|23|18|38|18|2.880|1140.0|4537235659|220.0|2024-09-04|B|X|14|F|4M|2024-09-13|1|L02|Ana Sousa|3000/2210253
2210266|Ultimate exp anc KB-TZ2 1/2x5 1/2 SS316|3000|33|Y1|nan|5|21870742.0|CLP|1180.0|-1180.0|0|PC|0|nan|nan|X|2024-09-12|2024-10-03|10|16|34|16|580|1180.0|4537341873|400.0|2024-09-24|D|Z|14|F|90|2024-09-13|1|L02|Ana Sousa|3000/2210266
2205247|L.blt set LB-SET-LN-AV-M6x12 A4|8330|40|X0|nan|10|1442722.0|CLP|1839.0|-1163.0|0|PC|0|nan|nan|X|2024-08-14|2024-12-02|2|0|999|0|3.110|8966.0|4537038014|4400.0|2024-07-15|C|X|78|F|20|2024-08-15|1|L11|Reinaldo Vargas|8330/2205247
2184549|Flat washer 12 13x24x2,5 ISO 7089 A4 200|8330|40|X6|nan|2|402909.0|CLP|1200.0|-1100.0|0|PC|0|nan|nan|X|2024-08-02|2024-10-31|1|14|76|14|nan|1100.0|4537117641|900.0|2024-09-17|D|Z|54|F|4C|2024-08-02|1|L06|Reinaldo Vargas|8330/2184549
2216396|L.nut LN-AV-FL-M8  A4|8330|33|X0|nan|10|1072452.0|CLP|1500.0|-1100.0|0|PC|0|nan|nan|X|2024-08-30|2024-12-02|1|25|999|25|2.260|2388.0|4537038018|1000.0|2024-07-15|D|Y|78|F|20|2024-08-30|1|L11|Reinaldo Vargas|8330/2216396
423180|Screw anchor HUS3-I 6x55 M8/M10|8750|40|X5|nan|1|2556680.0|CLP|1100.0|-1100.0|0|PC|0|nan|nan|X|2024-09-03|2024-11-26|2|8|61|8|1.300||13506236|1300.0|2024-11-15|D|Y|60|F|U0|2024-09-03|1|L02|Ana Sousa|8750/423180
2018444|"Anchor rod HIT-Z 1/2"" x 6 1/2"""|3000|40|X0|nan|4|5617590.0|CLP|1420.0|-1060.0|0|PC|0|nan|nan|X|2024-09-13|2024-10-08|3|4|999|4|2.240|960.0|4537341872|960.0|2024-09-24|B|X|14|F|90|2024-09-13|1|L01|Ana Sousa|3000/2018444
2150735|Cutting disc AC-D SP 230x1.8|8750|40|X5|nan|2|53639071.0|CLP|1050.0|-1050.0|0|PC|0|nan|nan|X|2024-09-03|2024-10-24|10|2|70|2|nan|1425.0|4537217436|1125.0|2024-10-16|D|X|62|F|4C|2024-09-03|1|L09|Daniel Ruiz|8750/2150735
2158774|Hollow wall met. anchor HTB-2-S 3/8 SRH|3000|40|X5|nan|1|4698195.0|CLP|1050.0|-1050.0|0|PC|0|nan|nan|X||2024-09-30|2|0|13|0|nan|1250.0|4537341875|1250.0|2024-09-24|D|Z|14|F|90|2024-09-11|1|L02|Ana Sousa|3000/2158774
2150703|Cutting disc AC-D SP 115x2.5|3000|40|Y1|nan|1|1002571.0|CLP|1025.0|-1025.0|0|PC|0|nan|nan|X|2024-08-21|2024-09-26|8|10|15|10|10.500|3000.0|4536983066|1500.0|2024-09-02|B|X|60|F|4C|2024-08-22|1|L09|Daniel Ruiz|3000/2150703
2221943|"Screw anchor KH-EZ CRC 1/2""x3"""|8320|40|Y1|nan|5||CLP|1020.0|-1020.0|0|PC|0|nan|nan|nan||2024-10-26|0|0|0|0|nan||0|||D|N|47|F|90||1|BR1|Vergeli, Nicole|8320/2221943
2091402|Concrete nail X-C 37 P8 S23 T (1000)|3000|40|X6|nan|1|1505776.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-07-29|2024-11-15|21|127|174|127|1.000|1000.0|4536366258|1000.0|2024-05-13|D|Z|58|F|U0|2024-07-29|1|L04|Angie Vergara|3000/2091402
2149989|Concrete nail X-C 36 B3 MX|3000|33|X6|nan|1|197117.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|nan|2024-09-13|2024-10-01|22|22|73|22|nan|1000.0|4537060528|1000.0|2024-09-11|D|Z|58|F|U0|2024-09-13|1|L04|Angie Vergara|3000/2149989
2149988|Concrete nail X-C 30 B3 MX|3000|40|X6|nan|1|174765.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|nan|2024-09-13|2024-10-01|22|22|73|22|nan|1000.0|4537060528|1000.0|2024-09-11|D|Z|58|F|U0|2024-09-13|1|L04|Angie Vergara|3000/2149988
2224568|Concrete nail X-C 27 B3 MX|3000|33|X6|nan|1|165497.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|nan|2024-09-13|2024-10-01|20|22|73|22|nan|1000.0|4537060545|1000.0|2024-09-11|D|Z|58|F|U0|2024-09-13|1|L04|Angie Vergara|3000/2224568
237354|Universal nail X-U 62 MX|3000|40|X6|nan|1|521479.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-11|6|11|66|11|nan|1000.0|4537132570|1000.0|2024-09-25|D|N|60|F|4C|2024-09-06|1|L04|Angie Vergara|3000/237354
298510|Wing nut MQM-M10 HDG plus|8330|60|ND|nan|2|3526675.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-09-06|2024-10-16|2|0|68|0|nan|1800.0|4537216502|1600.0|2024-10-08|B|Y|54|F|4C|2024-09-06|1|L06|Reinaldo Vargas|8330/298510
2172357|Spring washer DIN127A M10 -F|8330|40|X6|nan|1|259354.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-09-06|2024-11-13|2|6|88|6|4.000||13489211|4000.0|2024-11-07|D|Z|61|F|4C|2024-09-06|1|L06|Reinaldo Vargas|8330/2172357
378553|Flush anchor HKD M12x50 bucket|8750|40|X6|nan|1|778246.0|CLP|1000.0|-1000.0|0|PC|0|nan|nan|X|2024-08-27|2024-10-23|3|24|70|24|nan|1000.0|4537216257|1000.0|2024-10-16|D|Y|60|F|U0|2024-08-27|1|L02|Ana Sousa|8750/378553
